fecha,pais,departamento,municipio,lugar,localidad,zona,implementacion,coordenadas_n,coordenadas_w,altitud,hora,codigo,transecto,subparcela,cobertura,familia,genero,especie,cap,dap,altura,cob_x,cob_y,cob_total,observaciones
07/09/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´47.2""","75°26´46.2""",3649,10:42,PRT1,1,1,Pastos Limpios,Hyperaceae,Hypericum,Hypericum laricifolium,3.768,1.2,70,45,42,1890,
07/09/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´47.2""","75°26´46.2""",3649,10:42,PRT1,1,3,Pastos Limpios,Hyperaceae,Hypericum,Hypericum laricifolium,3.768,1.2,107,48,55,2640,
13/07/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´41.4""","75°26´30.5""",3654,13:55,PRT5,5,2,Pastos Limpios,Hyperaceae,Hypericum,Hypericum laricifolium,3.768,1.2,92,60,62,3720,
13/07/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´50.8""","75°26´35.2""",3647,12:07,PRT4,4,2,Pastos Limpios,Rosaceae,Acaena,Acaena elongat,3.768,1.2,80,103,115,11845,
07/11/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Lomabonita,2009," 04°45´25.5""","75°25´05.0""",4078,12:50,LMT2,2,1,Frailejonal-Pajonal,Asteraceae,Pentacalia,Pentacalia vaccinioides,3.925,1.25,132,147,123,18081,
29/06/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Alsacia Baja ,2009," 04°47´14.8""","75°24´46.2""",3948,15:50,AT5,5,3,Arbustal-Pajonal,Asteraceae,Baccharis,Baccharis tricuneata,4.082,1.3,88,48,32,1536,
29/06/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Alsacia Baja ,2009," 04°47´23.7""","75°24´45.9""",3940,13:20,AT4,4,2,Arbustal-Pajonal,Escalloniaceae,Escallonia,Escallonia myrtilloides,4.082,1.3,41,90,66,5940,
29/06/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Alsacia Baja ,2009," 04°47´14.8""","75°24´46.2""",3948,15:50,AT5,5,2,Arbustal-Pajonal,Escalloniaceae,Escallonia,Escallonia myrtilloides,4.082,1.3,52,96,143,13728,
07/11/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Lomabonita,2009," 04°45´25.5""","75°25´05.0""",4078,12:50,LMT2,2,2,Frailejonal-Pajonal,Asteraceae,Baccharis,Baccharis tricuneata,4.082,1.3,25,13,10,130,
07/11/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Lomabonita,2009," 04°45´29.9""","75°25´24.1""",4051,15:20,LMT4,4,3,Frailejonal-Pajonal,Asteraceae,Baccharis,Baccharis tricuneata,4.082,1.3,50,34,19,646,
07/09/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´57.3""","75°26´48.0""",3677,14:11,PRT3,3,1,Pastos Limpios,Loranthaceae,Gaiadendron ,Gaiadendron punctatum,4.082,1.3,33,14,10,140,Rebrote
29/06/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Alsacia Baja ,2009," 04°47´23.7""","75°24´45.9""",3940,13:20,AT4,4,1,Arbustal-Pajonal,Escalloniaceae,Escallonia,Escallonia myrtilloides,4.239,1.35,91,107,105,11235,
29/06/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Alsacia Baja ,2009," 04°47´23.7""","75°24´45.9""",3940,13:20,AT4,4,3,Arbustal-Pajonal,Escalloniaceae,Escallonia,Escallonia myrtilloides,4.396,1.4,68,56,55,3080,
07/11/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Lomabonita,2009," 04°45´22.4""","75°25´51.6""",4098,13:33,LMT3,3,1,Frailejonal-Pajonal,Asteraceae,Baccharis,Baccharis tricuneata,4.396,1.4,27,23,33,759,
07/11/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Lomabonita,2009," 04°45´22.4""","75°25´51.6""",4098,13:33,LMT3,3,2,Frailejonal-Pajonal,Hyperaceae,Hypericum,Hypericum laricifolium,4.396,1.4,57,40,42,1680,
07/11/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Lomabonita,2009," 04°45´26.6""","75°25´29.6""",4044,16:14,LMT5,5,2,Frailejonal-Pajonal,Asteraceae,Pentacalia,Pentacalia vaccinioides,4.396,1.4,100,70,48,3360,
28/06/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Alsacia Baja ,2009," 04°46´36.6""","75°24´35.2""",4032,11:30,AT1,1,2,Pajonal,Escalloniaceae,Escallonia,Escallonia myrtilloides,4.396,1.4,49,65,71,4615,
07/09/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´57.3""","75°26´48.0""",3677,14:11,PRT3,3,1,Pastos Limpios,Loranthaceae,Gaiadendron ,Gaiadendron punctatum,4.396,1.4,55,20,22,440,
07/09/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´57.3""","75°26´48.0""",3677,14:11,PRT3,3,2,Pastos Limpios,Rosaceae,Hesperomeles,Hesperomeles obtusifolia,4.396,1.4,74,112,155,17360,
29/06/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Alsacia Baja ,2009," 04°47´23.7""","75°24´45.9""",3940,13:20,AT4,4,2,Arbustal-Pajonal,Escalloniaceae,Escallonia,Escallonia myrtilloides,4.553,1.45,59,50,102,5100,
07/11/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Lomabonita,2009," 04°45´22.4""","75°25´51.6""",4098,13:33,LMT3,3,1,Frailejonal-Pajonal,Asteraceae,Baccharis,Baccharis tricuneata,4.71,1.5,40,19,24,456,
07/11/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Lomabonita,2009," 04°45´29.9""","75°25´24.1""",4051,15:20,LMT4,4,2,Frailejonal-Pajonal,Asteraceae,Diplostephium,Diplostephium schultzii,4.71,1.5,43,23,29,667,
07/09/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´52.4""","75°26´45.1""",3662,12:36,PRT2,2,1,Pastos Limpios,Hyperaceae,Hypericum,Hypericum laricifolium,4.71,1.5,112,60,33,1980,
07/09/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´52.4""","75°26´45.1""",3662,12:36,PRT2,2,3,Pastos Limpios,Hyperaceae,Hypericum,Hypericum laricifolium,4.71,1.5,64,36,47,1692,
07/09/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´47.2""","75°26´46.2""",3649,10:42,PRT1,1,3,Pastos Limpios,Rosaceae,Hesperomeles,Hesperomeles obtusifolia,4.71,1.5,78,50,55,2750,
07/09/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´57.3""","75°26´48.0""",3677,14:11,PRT3,3,2,Pastos Limpios,Fabaceae,Lupinus,Lupinus bogotensis,4.71,1.5,116,54,68,3672,Seco
29/06/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Alsacia Baja ,2009," 04°47´23.7""","75°24´45.9""",3940,13:20,AT4,4,1,Arbustal-Pajonal,Escalloniaceae,Escallonia,Escallonia myrtilloides,5.024,1.6,93,125,76,9500,
26/06/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Plan del Puma,2011,"04°46´38.6""","75°24´18.7""",4060,10:35,PPT1,1,1,Pastos Arbolados,Asteraceae,Baccharis,Baccharis tricuneata,5.024,1.6,110,82,78,6396,
07/09/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´57.3""","75°26´48.0""",3677,14:11,PRT3,3,1,Pastos Limpios,Loranthaceae,Gaiadendron ,Gaiadendron punctatum,5.024,1.6,38,10,10,100,
07/09/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´52.4""","75°26´45.1""",3662,12:36,PRT2,2,1,Pastos Limpios,Asteraceae,Gynoxys ,Gynoxys tolimensis,5.024,1.6,80,33,19,627,
07/09/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´57.3""","75°26´48.0""",3677,14:11,PRT3,3,3,Pastos Limpios,Rosaceae,Hesperomeles,Hesperomeles obtusifolia,5.024,1.6,111,60,54,3240,
07/09/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´47.2""","75°26´46.2""",3649,10:42,PRT1,1,1,Pastos Limpios,Hyperaceae,Hypericum,Hypericum laricifolium,5.024,1.6,100,77,56,4312,
07/09/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´47.2""","75°26´46.2""",3649,10:42,PRT1,1,3,Pastos Limpios,Hyperaceae,Hypericum,Hypericum laricifolium,5.024,1.6,99,75,64,4800,
07/09/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´57.3""","75°26´48.0""",3677,14:11,PRT3,3,1,Pastos Limpios,Rosaceae,Hesperomeles,Hesperomeles obtusifolia,5.024,1.6,82,94,105,9870,
29/06/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Alsacia Baja ,2009," 04°47´23.7""","75°24´45.9""",3940,13:20,AT4,4,2,Arbustal-Pajonal,Escalloniaceae,Escallonia,Escallonia myrtilloides,5.338,1.7,90,56,42,2352,
28/06/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Laguna del Otún,Alsacia Baja ,2009," 04°47´33.8""","75°24´39.0""",4029,12:47,AT2,2,1,Pajonal,Escalloniaceae,Escallonia,Escallonia myrtilloides,5.338,1.7,45,67,46,3082,
07/09/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´47.2""","75°26´46.2""",3649,10:42,PRT1,1,1,Pastos Limpios,Rosaceae,Hesperomeles,Hesperomeles obtusifolia,5.338,1.7,67,41,45,1845,
07/09/2017,Colombia,Risaralda,Pereira,PNN Los Nevados,Vereda El Bosque,Playa Rica,2011," 04°44´52.4""","75°26´45.1""",3662,12:36,PRT2,2,3,Pastos Limpios,Hyperaceae,Hypericum,Hypericum laricifolium,5.338,1.7,83,59,60,3540,
